team1,team2,city,date,toss_winner,first_batting,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_player6,team2_player7,team2_player8,team2_player9,team2_player10,team2_player11,match_winner
Australia,England,Centurion,2 October 2009,1,1,AJ Strauss,JL Denly,OA Shah,PD Collingwood,EJG Morgan,SM Davies,LJ Wright,TT Bresnan,GP Swann,JM Anderson,G Onions,SR Watson,TD Paine,RT Ponting,MEK Hussey,CL White,CJ Ferguson,JR Hopes,MG Johnson,B Lee,NM Hauritz,PM Siddle,0
New Zealand,Pakistan,Johannesburg,3 October 2009,1,1,Imran Nazir,Kamran Akmal,Shoaib Malik,Younis Khan,Mohammad Yousuf,Umar Akmal,Shahid Afridi,NavedulHasan,Umar Gul,Mohammad Amir,Saeed Ajmal,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,GD Elliott,DL Vettori,NT Broom,JEC Franklin,KD Mills,IG Butler,SE Bond,0
Australia,New Zealand,Centurion,5 October 2009,1,1,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,GD Elliott,NT Broom,JEC Franklin,KD Mills,IG Butler,JS Patel,SE Bond,SR Watson,TD Paine,RT Ponting,CL White,MEK Hussey,JR Hopes,CJ Ferguson,MG Johnson,B Lee,NM Hauritz,PM Siddle,0
Zimbabwe,Kenya,Harare Sports Club,12 October 2009,0,0,H Masakadza,MA Vermeulen,CK Coventry,E Chigumbura,BRM Taylor,SC Williams,S Matsikenyeri,P Utseya,RW Price,KM Jarvis,AG Cremer,DO Obuya,RR Patel,AA Obanda,SO Tikolo,MA Ouma,CO Obuya,JK Kamande,NN Odhiambo,PJ Ongondo,LN Onyango,E Otieno,0
Zimbabwe,Kenya,Harare Sports Club,13 October 2009,0,0,H Masakadza,MA Vermeulen,CK Coventry,BRM Taylor,SC Williams,S Matsikenyeri,E Chigumbura,P Utseya,AG Cremer,RW Price,KM Jarvis,DO Obuya,RR Patel,AA Obanda,SO Tikolo,MA Ouma,CO Obuya,LN Onyango,NN Odhiambo,PJ Ongondo,E Otieno,HA Varaiya,0
Zimbabwe,Kenya,Harare Sports Club,15 October 2009,1,1,DO Obuya,AA Obanda,SO Tikolo,RR Patel,MA Ouma,CO Obuya,JK Kamande,TM Odoyo,NN Odhiambo,LN Onyango,HA Varaiya,H Masakadza,MA Vermeulen,CK Coventry,BRM Taylor,S Matsikenyeri,E Chigumbura,P Utseya,AG Cremer,RW Price,KM Jarvis,SC Williams,1
Zimbabwe,Kenya,Harare Sports Club,17 October 2009,1,1,DO Obuya,AA Obanda,SO Tikolo,RR Patel,MA Ouma,CO Obuya,JK Kamande,TM Odoyo,NN Odhiambo,LN Onyango,HA Varaiya,H Masakadza,MA Vermeulen,F Mutizwa,BRM Taylor,S Matsikenyeri,MN Waller,CK Coventry,P Utseya,AG Cremer,RW Price,KM Jarvis,0
Zimbabwe,Kenya,Harare Sports Club,18 October 2009,0,0,H Masakadza,F Mutizwa,BRM Taylor,CK Coventry,S Matsikenyeri,TN Garwe,MN Waller,P Utseya,AG Cremer,RW Price,CB Mpofu,DO Obuya,AA Obanda,CO Obuya,RR Patel,MA Ouma,JK Kamande,TM Odoyo,NN Odhiambo,LN Onyango,HA Varaiya,AS Luseno,0
India,Australia,Vadodara,25 October 2009,1,1,SR Watson,TD Paine,RT Ponting,CL White,MEK Hussey,AC Voges,JR Hopes,MG Johnson,B Lee,NM Hauritz,PM Siddle,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,A Nehra,I Sharma,1
Bangladesh,Zimbabwe,Mirpur,27 October 2009,1,0,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Dolar Mahmud,Rubel Hossain,H Masakadza,CJ Chibhabha,BRM Taylor,T Taibu,CK Coventry,S Matsikenyeri,E Chigumbura,P Utseya,AG Cremer,RW Price,KM Jarvis,1
India,Australia,Jamtha,28 October 2009,1,0,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,P Kumar,RA Jadeja,A Nehra,I Sharma,SR Watson,TD Paine,RT Ponting,CL White,MEK Hussey,AC Voges,SE Marsh,MG Johnson,NM Hauritz,PM Siddle,BW Hilfenhaus,0
Bangladesh,Zimbabwe,Mirpur,29 October 2009,1,1,H Masakadza,CJ Chibhabha,BRM Taylor,T Taibu,CK Coventry,S Matsikenyeri,MN Waller,E Chigumbura,AG Cremer,RW Price,KM Jarvis,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Dolar Mahmud,Abdur Razzak,Nazmul Hossain,0
Bangladesh,Zimbabwe,Mirpur,31 October 2009,0,1,H Masakadza,BRM Taylor,CK Coventry,F Mutizwa,MN Waller,S Matsikenyeri,E Chigumbura,CJ Chibhabha,AG Cremer,RW Price,KM Jarvis,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Naeem Islam,Enamul Haque jnr,Abdur Razzak,Nazmul Hossain,0
India,Australia,Delhi,31 October 2009,1,1,SR Watson,RT Ponting,MEK Hussey,CL White,AC Voges,MC Henriques,MG Johnson,GA Manou,NM Hauritz,PM Siddle,DE Bollinger,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,A Nehra,P Kumar,I Sharma,0
India,Australia,Mohali,2 November 2009,0,1,SR Watson,SE Marsh,RT Ponting,CL White,MEK Hussey,MC Henriques,MG Johnson,GA Manou,NM Hauritz,PM Siddle,DE Bollinger,V Sehwag,SR Tendulkar,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,A Nehra,I Sharma,1
Bangladesh,Zimbabwe,Chittagong,3 November 2009,1,1,H Masakadza,MA Vermeulen,BRM Taylor,CK Coventry,MN Waller,S Matsikenyeri,CJ Chibhabha,E Chigumbura,AG Cremer,RW Price,KM Jarvis,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Naeem Islam,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Enamul Haque jnr,Abdur Razzak,Nazmul Hossain,0
New Zealand,Pakistan,Abu Dhabi,3 November 2009,1,1,Salman Butt,Khalid Latif,Younis Khan,Mohammad Yousuf,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,JDP Oram,NL McCullum,IG Butler,SE Bond,TG Southee,1
Bangladesh,Zimbabwe,Chittagong,5 November 2009,0,1,H Masakadza,MA Vermeulen,BRM Taylor,E Chigumbura,MN Waller,S Matsikenyeri,F Mutizwa,CJ Chibhabha,AG Cremer,RW Price,CB Mpofu,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Enamul Haque jnr,Nazmul Hossain,0
India,Australia,Uppal,5 November 2009,1,1,SR Watson,SE Marsh,RT Ponting,CL White,MEK Hussey,AC Voges,GA Manou,NM Hauritz,DE Bollinger,BW Hilfenhaus,CJ McKay,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,RA Jadeja,P Kumar,A Nehra,MM Patel,1
New Zealand,Pakistan,Abu Dhabi,6 November 2009,0,0,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee,Salman Butt,Khalid Latif,Younis Khan,Shahid Afridi,Kamran Akmal,Mohammad Yousuf,Shoaib Malik,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal,0
India,Australia,Guwahati,8 November 2009,0,0,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,A Nehra,MM Patel,SR Watson,SE Marsh,RT Ponting,CL White,MEK Hussey,AC Voges,MG Johnson,GA Manou,NM Hauritz,DE Bollinger,CJ McKay,1
South Africa,Zimbabwe,Benoni,8 November 2009,1,0,HM Amla,GC Smith,AB de Villiers,MV Boucher,AN Petersen,JA Morkel,R McLaren,J Botha,DW Steyn,LL Tsotsobe,CK Langeveldt,MA Vermeulen,CJ Chibhabha,H Masakadza,BRM Taylor,T Taibu,E Chigumbura,S Matsikenyeri,AG Cremer,P Utseya,RW Price,CB Mpofu,0
New Zealand,Pakistan,Abu Dhabi,9 November 2009,0,0,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee,Salman Butt,Khalid Latif,Younis Khan,Shoaib Malik,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal,0
South Africa,Zimbabwe,Centurion,10 November 2009,1,0,GC Smith,JH Kallis,AB de Villiers,JP Duminy,AN Petersen,JA Morkel,MV Boucher,R McLaren,RE van der Merwe,LL Tsotsobe,CK Langeveldt,H Masakadza,BRM Taylor,T Taibu,S Matsikenyeri,E Chigumbura,CK Coventry,P Utseya,AG Cremer,RW Price,KM Jarvis,CB Mpofu,0
South Africa,England,Centurion,22 November 2009,1,0,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,R McLaren,JA Morkel,MV Boucher,RE van der Merwe,DW Steyn,CK Langeveldt,IJL Trott,AJ Strauss,KP Pietersen,PD Collingwood,EJG Morgan,MJ Prior,LJ Wright,TT Bresnan,AU Rashid,SI Mahmood,JM Anderson,1
South Africa,England,Cape Town,27 November 2009,0,0,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,WD Parnell,RE van der Merwe,M Morkel,DW Steyn,AJ Strauss,LJ Wright,IJL Trott,KP Pietersen,PD Collingwood,EJG Morgan,MJ Prior,TT Bresnan,SCJ Broad,GP Swann,JM Anderson,0
South Africa,England,Port Elizabeth,29 November 2009,0,0,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,J Botha,WD Parnell,M Morkel,CK Langeveldt,IJL Trott,AJ Strauss,KP Pietersen,PD Collingwood,EJG Morgan,MJ Prior,LJ Wright,SCJ Broad,GP Swann,TT Bresnan,JM Anderson,1
India,Sri Lanka,Rajkot,15 December 2009,1,0,V Sehwag,SR Tendulkar,MS Dhoni,SK Raina,G Gambhir,Harbhajan Singh,V Kohli,RA Jadeja,P Kumar,Z Khan,A Nehra,WU Tharanga,TM Dilshan,KC Sangakkara,ST Jayasuriya,DPMD Jayawardene,SHT Kandamby,AD Mathews,TT Samaraweera,KMDN Kulasekara,UWMBCA Welegedara,CRD Fernando,0
India,Sri Lanka,Jamtha,18 December 2009,0,0,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,AD Mathews,CK Kapugedera,S Randiv,BAW Mendis,RAS Lakmal,UWMBCA Welegedara,1
India,Sri Lanka,Cuttack,21 December 2009,1,1,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,CK Kapugedera,KMDN Kulasekara,S Randiv,SL Malinga,BAW Mendis,UWMBCA Welegedara,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,KD Karthik,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,I Sharma,0
India,Sri Lanka,Kolkata,24 December 2009,1,1,WU Tharanga,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,NLTC Perera,SHT Kandamby,TT Samaraweera,S Randiv,RAS Lakmal,SL Malinga,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,KD Karthik,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,I Sharma,0
India,Sri Lanka,Kolkata,24 December 2009,1,1,WU Tharanga,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,NLTC Perera,SHT Kandamby,TT Samaraweera,S Randiv,RAS Lakmal,SL Malinga,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,KD Karthik,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,I Sharma,0
India,Sri Lanka,Cuttack,21 December 2009,1,1,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,CK Kapugedera,KMDN Kulasekara,S Randiv,SL Malinga,BAW Mendis,UWMBCA Welegedara,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,KD Karthik,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,I Sharma,0
Bangladesh,Sri Lanka,Mirpur,4 January 2010,1,0,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Rubel Hossain,Shafiul Islam,WU Tharanga,TM Dilshan,KC Sangakkara,TT Samaraweera,LPC Silva,SHT Kandamby,M Pushpakumara,S Randiv,RAS Lakmal,KMDN Kulasekara,UWMBCA Welegedara,1
India,Sri Lanka,Mirpur,5 January 2010,1,0,G Gambhir,V Sehwag,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,S Sreesanth,WU Tharanga,HDRL Thirimanne,KC Sangakkara,TT Samaraweera,SHT Kandamby,S Randiv,NLTC Perera,M Pushpakumara,RAS Lakmal,T Thushara,UWMBCA Welegedara,1
Bangladesh,India,Mirpur,7 January 2010,0,0,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Raqibul Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Rubel Hossain,Syed Rasel,G Gambhir,V Sehwag,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,S Sreesanth,1
Bangladesh,Sri Lanka,Mirpur,8 January 2010,1,0,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Rubel Hossain,Syed Rasel,WU Tharanga,DPMD Jayawardene,KC Sangakkara,HDRL Thirimanne,TT Samaraweera,SHT Kandamby,NLTC Perera,T Thushara,S Randiv,HMCM Bandara,KMDN Kulasekara,1
India,Sri Lanka,Mirpur,10 January 2010,1,1,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,SHT Kandamby,NLTC Perera,S Randiv,T Thushara,UWMBCA Welegedara,RAS Lakmal,KD Karthik,G Gambhir,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,A Mishra,RA Jadeja,Z Khan,S Sreesanth,S Tyagi,0
Bangladesh,India,Mirpur,11 January 2010,1,0,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Syed Rasel,Shafiul Islam,KD Karthik,G Gambhir,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,A Mishra,RA Jadeja,S Sreesanth,S Tyagi,A Nehra,1
India,Sri Lanka,Mirpur,13 January 2010,1,0,V Sehwag,G Gambhir,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,S Sreesanth,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,SHT Kandamby,S Randiv,NLTC Perera,KMDN Kulasekara,T Thushara,UWMBCA Welegedara,1
Australia,Pakistan,Woolloongabba,22 January 2010,1,1,Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Umar Akmal,Shoaib Malik,Shahid Afridi,Mohammad Amir,NavedulHasan,Saeed Ajmal,Mohammad Asif,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,NM Hauritz,CJ McKay,PM Siddle,DE Bollinger,0
Australia,Pakistan,Sydney Cricket Ground,24 January 2010,1,0,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,NM Hauritz,CJ McKay,PM Siddle,DE Bollinger,Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Umar Akmal,Shoaib Malik,Shahid Afridi,Mohammad Amir,NavedulHasan,Umar Gul,Saeed Ajmal,0
Australia,Pakistan,Adelaide Oval,26 January 2010,0,0,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,NM Hauritz,CJ McKay,RJ Harris,DE Bollinger,Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Umar Akmal,Fawad Alam,Shahid Afridi,NavedulHasan,Umar Gul,Saeed Ajmal,Mohammad Asif,0
Australia,Pakistan,Perth,29 January 2010,0,0,SE Marsh,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,NM Hauritz,RJ Harris,CJ McKay,PM Siddle,Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Umar Akmal,Fawad Alam,Shahid Afridi,NavedulHasan,Iftikhar Anjum,Saeed Ajmal,Mohammad Asif,0
Australia,Pakistan,Perth,31 January 2010,1,1,Salman Butt,Khalid Latif,Younis Khan,Shoaib Malik,Umar Akmal,Fawad Alam,Shahid Afridi,Sarfraz Ahmed,NavedulHasan,Iftikhar Anjum,Mohammad Asif,SE Marsh,BJ Haddin,RT Ponting,CL White,AC Voges,MEK Hussey,JR Hopes,MG Johnson,NM Hauritz,RJ Harris,CJ McKay,0
New Zealand,Bangladesh,Napier,5 February 2010,0,0,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,JEC Franklin,NT Broom,DL Vettori,JDP Oram,TG Southee,DR Tuffey,AJ McKay,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Shahadat Hossain,Shafiul Islam,Nazmul Hossain,0
Australia,West Indies,Melbourne Cricket Ground,7 February 2010,1,0,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,MG Johnson,NM Hauritz,RJ Harris,DE Bollinger,CH Gayle,RS Morton,TM Dowlin,LMP Simmons,N Deonarine,KA Pollard,D Ramdin,DR Smith,NO Miller,R Rampaul,KAJ Roach,0
New Zealand,Bangladesh,Dunedin,8 February 2010,0,1,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Shahadat Hossain,Shafiul Islam,Rubel Hossain,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,JEC Franklin,NT Broom,DL Vettori,JDP Oram,IG Butler,DR Tuffey,AJ McKay,0
Australia,West Indies,Adelaide Oval,9 February 2010,1,1,CH Gayle,RS Morton,TM Dowlin,LMP Simmons,N Deonarine,D Ramdin,KA Pollard,DR Smith,NO Miller,R Rampaul,KAJ Roach,SR Watson,SE Marsh,RT Ponting,MJ Clarke,MEK Hussey,CL White,BJ Haddin,MG Johnson,NM Hauritz,DE Bollinger,CJ McKay,0
New Zealand,Bangladesh,Christchurch,11 February 2010,0,1,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Shahadat Hossain,Shafiul Islam,Rubel Hossain,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,DL Vettori,NT Broom,JDP Oram,JEC Franklin,IG Butler,TG Southee,AJ McKay,0
Australia,West Indies,Woolloongabba,14 February 2010,1,0,SR Watson,TD Paine,RT Ponting,CL White,AC Voges,MEK Hussey,JR Hopes,MG Johnson,RJ Harris,NM Hauritz,DE Bollinger,CH Gayle,TM Dowlin,LMP Simmons,N Deonarine,WW Hinds,D Ramdin,KA Pollard,DR Smith,DJG Sammy,NO Miller,R Rampaul,0
Kenya,Netherlands,Nairobi,16 February 2010,0,1,AN Kervezee,ES Szwarczynski,B Zuiderent,RN ten Doeschate,TN de Grooth,PW Borren,TGJ Gruijters,Mudassar Bukhari,AF Buurman,MBS Jonkman,PM Seelaar,DO Obuya,RR Patel,AA Obanda,MA Ouma,CO Obuya,JK Kamande,NN Odhiambo,NM Odhiambo,SO Ngoche,E Otieno,HA Varaiya,0
Afghanistan,Canada,Sharjah Cricket Association Stadium,16 February 2010,1,0,Noor Ali Zadran,Karim Sadiq,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Raees Ahmadzai,Mohammad Nabi,Shapoor Zadran,Dawlat Ahmadzai,Aftab Alam,Samiullah Shenwari,TC Bastiampillai,Rizwan Cheema,H Patel,A Bagai,S Jyoti,S Dhaniram,Usman Limbada,U Bhatti,Khurram Chohan,RR David,HS Baidwan,0
Kenya,Netherlands,Nairobi,18 February 2010,0,1,AN Kervezee,ES Szwarczynski,B Zuiderent,RN ten Doeschate,PW Borren,TN de Grooth,TGJ Gruijters,Mudassar Bukhari,AF Buurman,MBS Jonkman,PM Seelaar,DO Obuya,RR Patel,AA Obanda,MA Ouma,CO Obuya,JK Kamande,NN Odhiambo,SO Ngoche,HA Varaiya,NM Odhiambo,E Otieno,1
Afghanistan,Canada,Sharjah Cricket Association Stadium,18 February 2010,1,0,Karim Sadiq,Shafiqullah,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Shabir Noori,Raees Ahmadzai,Mohammad Nabi,Samiullah Shenwari,Shapoor Zadran,Aftab Alam,TC Bastiampillai,Rizwan Cheema,S Jyoti,A Bagai,S Dhaniram,Usman Limbada,U Bhatti,JJ Dawood,HS Baidwan,Khurram Chohan,NR Kumar,1
Australia,West Indies,Melbourne Cricket Ground,19 February 2010,0,0,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,AC Voges,JR Hopes,SPD Smith,RJ Harris,CJ McKay,DE Bollinger,CH Gayle,TM Dowlin,N Deonarine,KA Pollard,WW Hinds,LMP Simmons,DR Smith,D Ramdin,DJG Sammy,NO Miller,R Rampaul,0
India,South Africa,Jaipur,21 February 2010,1,0,V Sehwag,SR Tendulkar,KD Karthik,MS Dhoni,V Kohli,SK Raina,YK Pathan,RA Jadeja,P Kumar,A Nehra,S Sreesanth,LE Bosman,HH Gibbs,JH Kallis,AB de Villiers,AN Petersen,JA Morkel,MV Boucher,J Botha,WD Parnell,DW Steyn,CK Langeveldt,0
India,South Africa,Gwalior,24 February 2010,0,0,V Sehwag,SR Tendulkar,KD Karthik,YK Pathan,MS Dhoni,V Kohli,SK Raina,RA Jadeja,P Kumar,A Nehra,S Sreesanth,HM Amla,HH Gibbs,RE van der Merwe,JH Kallis,AB de Villiers,AN Petersen,JP Duminy,MV Boucher,WD Parnell,DW Steyn,CK Langeveldt,0
India,South Africa,Motera,27 February 2010,1,1,LE Bosman,HM Amla,JH Kallis,AB de Villiers,HH Gibbs,MV Boucher,J Botha,RE van der Merwe,DW Steyn,M Morkel,LL Tsotsobe,KD Karthik,M Vijay,V Kohli,RG Sharma,MS Dhoni,SK Raina,YK Pathan,RA Jadeja,S Sreesanth,A Mithun,S Tyagi,1
Bangladesh,England,Mirpur,28 February 2010,1,0,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Aftab Ahmed,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,AN Cook,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,MJ Prior,LJ Wright,SCJ Broad,TT Bresnan,GP Swann,RJ Sidebottom,1
Bangladesh,England,Mirpur,2 March 2010,1,0,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Abdur Razzak,Shafiul Islam,Rubel Hossain,AN Cook,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,MJ Prior,LJ Wright,TT Bresnan,GP Swann,JC Tredwell,SCJ Broad,1
New Zealand,Australia,Napier,3 March 2010,1,1,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,MG Johnson,NM Hauritz,RJ Harris,DE Bollinger,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,JEC Franklin,NT Broom,SB Styris,DR Tuffey,TG Southee,SE Bond,JDP Oram,0
West Indies,Zimbabwe,Guyana,4 March 2010,1,1,H Masakadza,V Sibanda,T Taibu,BRM Taylor,E Chigumbura,S Matsikenyeri,GA Lamb,AG Cremer,P Utseya,SW Masakadza,RW Price,CH Gayle,AB Barath,S Chanderpaul,ADS Fletcher,N Deonarine,KA Pollard,D Ramdin,DR Smith,NO Miller,SJ Benn,KAJ Roach,1
Bangladesh,England,Chittagong,5 March 2010,0,1,AN Cook,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,MJ Prior,A Shahzad,GP Swann,LE Plunkett,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Abdur Razzak,Shafiul Islam,Rubel Hossain,1
New Zealand,Australia,Auckland,6 March 2010,1,1,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,MG Johnson,RJ Harris,NM Hauritz,DE Bollinger,BB McCullum,PJ Ingram,MJ Guptill,NT Broom,JEC Franklin,SB Styris,GJ Hopkins,DL Vettori,DR Tuffey,SE Bond,TG Southee,1
West Indies,Zimbabwe,Guyana,6 March 2010,1,1,H Masakadza,V Sibanda,BRM Taylor,T Taibu,S Matsikenyeri,GA Lamb,E Chigumbura,AG Cremer,P Utseya,RW Price,CB Mpofu,CH Gayle,AB Barath,DE Bernard,S Chanderpaul,ADS Fletcher,N Deonarine,KA Pollard,DJG Sammy,SJ Benn,NO Miller,KAJ Roach,0
New Zealand,Australia,Hamilton,9 March 2010,1,0,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,NT Broom,SB Styris,GJ Hopkins,DL Vettori,SE Bond,TG Southee,MJ Mason,SR Watson,BJ Haddin,RT Ponting,MEK Hussey,CL White,AC Voges,RJ Harris,NM Hauritz,JR Hopes,MG Johnson,DE Bollinger,1
West Indies,Zimbabwe,Kingstown,10 March 2010,1,0,CH Gayle,AB Barath,S Chanderpaul,D Ramdin,N Deonarine,DJ Bravo,KA Pollard,DJG Sammy,R Rampaul,NO Miller,KAJ Roach,V Sibanda,H Masakadza,BRM Taylor,T Taibu,S Matsikenyeri,GA Lamb,E Chigumbura,T Maruma,AG Cremer,P Utseya,RW Price,0
